Order ID,Amount,Profit,Quantity,Category,Sub-Category,Order Date,CustomerName,State,City,Profit Margin %,Order Month,Order Month Name,Order Year,Is Loss Making,Unit Price
B-25609,25.0,-5.0,4,Clothing,Saree,2018-04-09,Jitesh,Uttar Pradesh,Lucknow,-20.0,2018-04-01,Apr-2018,2018,True,6.25
B-25610,1076.0,-38.0,4,Electronics,Printers,2018-04-09,Yogesh,Bihar,Patna,-3.53,2018-04-01,Apr-2018,2018,True,269.0
B-25610,107.0,-54.0,4,Clothing,Stole,2018-04-09,Yogesh,Bihar,Patna,-50.47,2018-04-01,Apr-2018,2018,True,26.75
B-25610,68.0,-55.0,5,Electronics,Accessories,2018-04-09,Yogesh,Bihar,Patna,-80.88,2018-04-01,Apr-2018,2018,True,13.6
B-25610,781.0,-594.0,6,Electronics,Printers,2018-04-09,Yogesh,Bihar,Patna,-76.06,2018-04-01,Apr-2018,2018,True,130.17
B-25610,43.0,0.0,3,Clothing,Saree,2018-04-09,Yogesh,Bihar,Patna,0.0,2018-04-01,Apr-2018,2018,False,14.33
B-25610,30.0,-5.0,2,Furniture,Furnishings,2018-04-09,Yogesh,Bihar,Patna,-16.67,2018-04-01,Apr-2018,2018,True,15.0
B-25611,160.0,-59.0,2,Clothing,Saree,2018-04-11,Anita,Kerala,Thiruvananthapuram,-36.88,2018-04-01,Apr-2018,2018,True,80.0
B-25612,259.0,-55.0,2,Furniture,Chairs,2018-04-12,Shrichand,Punjab,Chandigarh,-21.24,2018-04-01,Apr-2018,2018,True,129.5
B-25613,1603.0,0.0,9,Clothing,Saree,2018-04-12,Mukesh,Haryana,Chandigarh,0.0,2018-04-01,Apr-2018,2018,False,178.11
B-25614,494.0,54.0,4,Furniture,Bookcases,2018-04-13,Vandana,Himachal Pradesh,Simla,10.93,2018-04-01,Apr-2018,2018,False,123.5
B-25614,98.0,-12.0,2,Electronics,Electronic Games,2018-04-13,Vandana,Himachal Pradesh,Simla,-12.24,2018-04-01,Apr-2018,2018,True,49.0
B-25615,68.0,20.0,5,Clothing,Hankerchief,2018-04-15,Bhavna,Sikkim,Gangtok,29.41,2018-04-01,Apr-2018,2018,False,13.6
B-25616,42.0,12.0,5,Clothing,Hankerchief,2018-04-15,Kanak,Goa,Goa,28.57,2018-04-01,Apr-2018,2018,False,8.4
B-25616,116.0,-56.0,5,Clothing,Stole,2018-04-15,Kanak,Goa,Goa,-48.28,2018-04-01,Apr-2018,2018,True,23.2
B-25616,22.0,-2.0,3,Clothing,Hankerchief,2018-04-15,Kanak,Goa,Goa,-9.09,2018-04-01,Apr-2018,2018,True,7.33
B-25616,14.0,-2.0,3,Clothing,Hankerchief,2018-04-15,Kanak,Goa,Goa,-14.29,2018-04-01,Apr-2018,2018,True,4.67
B-25617,305.0,-270.0,5,Electronics,Electronic Games,2018-04-17,Sagar,Nagaland,Kohima,-88.52,2018-04-01,Apr-2018,2018,True,61.0
B-25618,362.0,127.0,1,Furniture,Bookcases,2018-04-18,Manju,Andhra Pradesh,Hyderabad,35.08,2018-04-01,Apr-2018,2018,False,362.0
B-25618,12.0,0.0,2,Clothing,Hankerchief,2018-04-18,Manju,Andhra Pradesh,Hyderabad,0.0,2018-04-01,Apr-2018,2018,False,6.0
B-25619,353.0,90.0,8,Clothing,Saree,2018-04-18,Ramesh,Gujarat,Ahmedabad,25.5,2018-04-01,Apr-2018,2018,False,44.12
B-25620,193.0,46.0,1,Electronics,Printers,2018-04-20,Sarita,Maharashtra,Pune,23.83,2018-04-01,Apr-2018,2018,False,193.0
B-25621,233.0,-10.0,5,Electronics,Electronic Games,2018-04-20,Deepak,Madhya Pradesh,Bhopal,-4.29,2018-04-01,Apr-2018,2018,True,46.6
B-25621,228.0,63.0,3,Electronics,Electronic Games,2018-04-20,Deepak,Madhya Pradesh,Bhopal,27.63,2018-04-01,Apr-2018,2018,False,76.0
B-25621,333.0,-15.0,3,Electronics,Phones,2018-04-20,Deepak,Madhya Pradesh,Bhopal,-4.5,2018-04-01,Apr-2018,2018,True,111.0
B-25622,534.0,0.0,3,Clothing,Saree,2018-04-22,Monisha,Rajasthan,Jaipur,0.0,2018-04-01,Apr-2018,2018,False,178.0
B-25623,53.0,1.0,4,Clothing,Stole,2018-04-22,Atharv,West Bengal,Kolkata,1.89,2018-04-01,Apr-2018,2018,False,13.25
B-25623,158.0,69.0,3,Clothing,Stole,2018-04-22,Atharv,West Bengal,Kolkata,43.67,2018-04-01,Apr-2018,2018,False,52.67
B-25623,149.0,-87.0,4,Clothing,Saree,2018-04-22,Atharv,West Bengal,Kolkata,-58.39,2018-04-01,Apr-2018,2018,True,37.25
B-25623,105.0,20.0,2,Clothing,Stole,2018-04-22,Atharv,West Bengal,Kolkata,19.05,2018-04-01,Apr-2018,2018,False,52.5
B-25624,26.0,12.0,3,Clothing,Hankerchief,2018-04-22,Vini,Karnataka,Bangalore,46.15,2018-04-01,Apr-2018,2018,False,8.67
B-25625,97.0,29.0,2,Clothing,Hankerchief,2018-04-23,Pinky,Jammu and Kashmir,Kashmir,29.9,2018-04-01,Apr-2018,2018,False,48.5
B-25625,59.0,30.0,3,Clothing,Leggings,2018-04-23,Pinky,Jammu and Kashmir,Kashmir,50.85,2018-04-01,Apr-2018,2018,False,19.67
B-25625,635.0,-349.0,5,Clothing,Saree,2018-04-23,Pinky,Jammu and Kashmir,Kashmir,-54.96,2018-04-01,Apr-2018,2018,True,127.0
B-25626,46.0,-14.0,1,Electronics,Phones,2018-04-23,Bhishm,Maharashtra,Mumbai,-30.43,2018-04-01,Apr-2018,2018,True,46.0
B-25626,1103.0,-276.0,3,Furniture,Chairs,2018-04-23,Bhishm,Maharashtra,Mumbai,-25.02,2018-04-01,Apr-2018,2018,True,367.67
B-25627,55.0,-39.0,4,Clothing,Stole,2018-04-23,Hitika,Madhya Pradesh,Indore,-70.91,2018-04-01,Apr-2018,2018,True,13.75
B-25628,45.0,13.0,4,Clothing,Skirt,2018-04-24,Pooja,Bihar,Patna,28.89,2018-04-01,Apr-2018,2018,False,11.25
B-25628,24.0,-9.0,4,Clothing,Saree,2018-04-24,Pooja,Bihar,Patna,-37.5,2018-04-01,Apr-2018,2018,True,6.0
B-25628,35.0,-8.0,2,Furniture,Furnishings,2018-04-24,Pooja,Bihar,Patna,-22.86,2018-04-01,Apr-2018,2018,True,17.5
B-25629,1560.0,421.0,3,Clothing,Trousers,2018-04-24,Hemant,Kerala,Thiruvananthapuram,26.99,2018-04-01,Apr-2018,2018,False,520.0
B-25630,133.0,12.0,5,Clothing,Stole,2018-04-24,Sahil,Punjab,Chandigarh,9.02,2018-04-01,Apr-2018,2018,False,26.6
B-25630,114.0,-39.0,5,Clothing,Kurti,2018-04-24,Sahil,Punjab,Chandigarh,-34.21,2018-04-01,Apr-2018,2018,True,22.8
B-25630,143.0,-129.0,2,Electronics,Phones,2018-04-24,Sahil,Punjab,Chandigarh,-90.21,2018-04-01,Apr-2018,2018,True,71.5
B-25630,40.0,-7.0,3,Clothing,Stole,2018-04-24,Sahil,Punjab,Chandigarh,-17.5,2018-04-01,Apr-2018,2018,True,13.33
B-25630,34.0,-22.0,4,Clothing,T-shirt,2018-04-24,Sahil,Punjab,Chandigarh,-64.71,2018-04-01,Apr-2018,2018,True,8.5
B-25630,42.0,-26.0,2,Clothing,Kurti,2018-04-24,Sahil,Punjab,Chandigarh,-61.9,2018-04-01,Apr-2018,2018,True,21.0
B-25631,89.0,-89.0,2,Furniture,Furnishings,2018-04-24,Ritu,Haryana,Chandigarh,-100.0,2018-04-01,Apr-2018,2018,True,44.5
B-25632,19.0,-2.0,2,Clothing,Leggings,2018-04-25,Manish,Himachal Pradesh,Simla,-10.53,2018-04-01,Apr-2018,2018,True,9.5
B-25633,249.0,-130.0,4,Electronics,Phones,2018-04-26,Amit,Sikkim,Gangtok,-52.21,2018-04-01,Apr-2018,2018,True,62.25
B-25633,711.0,-8.0,4,Clothing,Saree,2018-04-26,Amit,Sikkim,Gangtok,-1.13,2018-04-01,Apr-2018,2018,True,177.75
B-25633,496.0,-79.0,2,Clothing,Trousers,2018-04-26,Amit,Sikkim,Gangtok,-15.93,2018-04-01,Apr-2018,2018,True,248.0
B-25634,389.0,-83.0,3,Furniture,Chairs,2018-04-26,Sanjay,Goa,Goa,-21.34,2018-04-01,Apr-2018,2018,True,129.67
B-25635,40.0,16.0,3,Clothing,Hankerchief,2018-04-26,Nidhi,Nagaland,Kohima,40.0,2018-04-01,Apr-2018,2018,False,13.33
B-25635,23.0,2.0,2,Clothing,Skirt,2018-04-26,Nidhi,Nagaland,Kohima,8.7,2018-04-01,Apr-2018,2018,False,11.5
B-25635,382.0,30.0,3,Clothing,Saree,2018-04-26,Nidhi,Nagaland,Kohima,7.85,2018-04-01,Apr-2018,2018,False,127.33
B-25636,637.0,113.0,5,Clothing,Saree,2018-04-26,Nishi,Maharashtra,Mumbai,17.74,2018-04-01,Apr-2018,2018,False,127.4
B-25637,117.0,14.0,3,Clothing,Shirt,2018-04-26,Ashmi,Madhya Pradesh,Indore,11.97,2018-04-01,Apr-2018,2018,False,39.0
B-25638,182.0,-11.0,3,Furniture,Bookcases,2018-04-26,Parth,Maharashtra,Pune,-6.04,2018-04-01,Apr-2018,2018,True,60.67
B-25638,880.0,97.0,8,Furniture,Furnishings,2018-04-26,Parth,Maharashtra,Pune,11.02,2018-04-01,Apr-2018,2018,False,110.0
B-25638,154.0,39.0,3,Clothing,Hankerchief,2018-04-26,Parth,Maharashtra,Pune,25.32,2018-04-01,Apr-2018,2018,False,51.33
B-25638,816.0,-96.0,3,Electronics,Printers,2018-04-26,Parth,Maharashtra,Pune,-11.76,2018-04-01,Apr-2018,2018,True,272.0
B-25639,1629.0,-153.0,3,Electronics,Phones,2018-04-27,Lisha,Madhya Pradesh,Bhopal,-9.39,2018-04-01,Apr-2018,2018,True,543.0
B-25640,68.0,-62.0,2,Clothing,Trousers,2018-04-27,Paridhi,Rajasthan,Jaipur,-91.18,2018-04-01,Apr-2018,2018,True,34.0
B-25640,314.0,-239.0,13,Clothing,Hankerchief,2018-04-27,Paridhi,Rajasthan,Jaipur,-76.11,2018-04-01,Apr-2018,2018,True,24.15
B-25640,122.0,-47.0,4,Clothing,Saree,2018-04-27,Paridhi,Rajasthan,Jaipur,-38.52,2018-04-01,Apr-2018,2018,True,30.5
B-25641,22.0,-6.0,1,Furniture,Furnishings,2018-04-27,Parishi,West Bengal,Kolkata,-27.27,2018-04-01,Apr-2018,2018,True,22.0
B-25642,434.0,26.0,11,Clothing,Shirt,2018-04-28,Ajay,Karnataka,Bangalore,5.99,2018-04-01,Apr-2018,2018,False,39.45
B-25643,1061.0,-36.0,8,Furniture,Bookcases,2018-04-29,Kirti,Jammu and Kashmir,Kashmir,-3.39,2018-04-01,Apr-2018,2018,True,132.62
B-25643,50.0,-44.0,2,Clothing,Hankerchief,2018-04-29,Kirti,Jammu and Kashmir,Kashmir,-88.0,2018-04-01,Apr-2018,2018,True,25.0
B-25643,37.0,-23.0,4,Clothing,Shirt,2018-04-29,Kirti,Jammu and Kashmir,Kashmir,-62.16,2018-04-01,Apr-2018,2018,True,9.25
B-25643,263.0,-63.0,2,Electronics,Electronic Games,2018-04-29,Kirti,Jammu and Kashmir,Kashmir,-23.95,2018-04-01,Apr-2018,2018,True,131.5
B-25643,36.0,-7.0,1,Electronics,Electronic Games,2018-04-29,Kirti,Jammu and Kashmir,Kashmir,-19.44,2018-04-01,Apr-2018,2018,True,36.0
B-25644,76.0,-92.0,8,Furniture,Furnishings,2018-04-30,Mayank,Maharashtra,Mumbai,-121.05,2018-04-01,Apr-2018,2018,True,9.5
B-25645,273.0,-87.0,4,Electronics,Phones,2018-05-01,Yaanvi,Madhya Pradesh,Indore,-31.87,2018-05-01,May-2018,2018,True,68.25
B-25645,86.0,0.0,4,Clothing,T-shirt,2018-05-01,Yaanvi,Madhya Pradesh,Indore,0.0,2018-05-01,May-2018,2018,False,21.5
B-25645,133.0,-42.0,1,Electronics,Printers,2018-05-01,Yaanvi,Madhya Pradesh,Indore,-31.58,2018-05-01,May-2018,2018,True,133.0
B-25645,183.0,-66.0,5,Electronics,Phones,2018-05-01,Yaanvi,Madhya Pradesh,Indore,-36.07,2018-05-01,May-2018,2018,True,36.6
B-25646,20.0,-8.0,2,Clothing,Saree,2018-05-01,Sonal,Bihar,Patna,-40.0,2018-05-01,May-2018,2018,True,10.0
B-25647,42.0,-6.0,4,Clothing,Saree,2018-05-03,Sharda,Kerala,Thiruvananthapuram,-14.29,2018-05-01,May-2018,2018,True,10.5
B-25648,100.0,-23.0,1,Electronics,Phones,2018-05-04,Aditya,Punjab,Chandigarh,-23.0,2018-05-01,May-2018,2018,True,100.0
B-25648,30.0,13.0,1,Clothing,T-shirt,2018-05-04,Aditya,Punjab,Chandigarh,43.33,2018-05-01,May-2018,2018,False,30.0
B-25648,55.0,-26.0,4,Clothing,Saree,2018-05-04,Aditya,Punjab,Chandigarh,-47.27,2018-05-01,May-2018,2018,True,13.75
B-25648,130.0,-41.0,4,Clothing,Saree,2018-05-04,Aditya,Punjab,Chandigarh,-31.54,2018-05-01,May-2018,2018,True,32.5
B-25649,27.0,-25.0,2,Clothing,Stole,2018-05-05,Rachna,Haryana,Chandigarh,-92.59,2018-05-01,May-2018,2018,True,13.5
B-25650,245.0,-78.0,2,Electronics,Printers,2018-05-06,Chirag,Maharashtra,Mumbai,-31.84,2018-05-01,May-2018,2018,True,122.5
B-25650,211.0,-105.0,2,Clothing,Saree,2018-05-06,Chirag,Maharashtra,Mumbai,-49.76,2018-05-01,May-2018,2018,True,105.5
B-25650,31.0,-2.0,2,Clothing,Saree,2018-05-06,Chirag,Maharashtra,Mumbai,-6.45,2018-05-01,May-2018,2018,True,15.5
B-25650,28.0,-26.0,2,Clothing,Stole,2018-05-06,Chirag,Maharashtra,Mumbai,-92.86,2018-05-01,May-2018,2018,True,14.0
B-25650,512.0,-225.0,5,Clothing,Saree,2018-05-06,Chirag,Maharashtra,Mumbai,-43.95,2018-05-01,May-2018,2018,True,102.4
B-25650,925.0,-447.0,5,Electronics,Electronic Games,2018-05-06,Chirag,Maharashtra,Mumbai,-48.32,2018-05-01,May-2018,2018,True,185.0
B-25650,238.0,20.0,2,Clothing,Saree,2018-05-06,Chirag,Maharashtra,Mumbai,8.4,2018-05-01,May-2018,2018,False,119.0
B-25650,351.0,-47.0,8,Electronics,Phones,2018-05-06,Chirag,Maharashtra,Mumbai,-13.39,2018-05-01,May-2018,2018,True,43.88
B-25650,269.0,111.0,3,Clothing,Trousers,2018-05-06,Chirag,Maharashtra,Mumbai,41.26,2018-05-01,May-2018,2018,False,89.67
B-25651,200.0,-60.0,4,Furniture,Bookcases,2018-05-07,Anurag,Madhya Pradesh,Indore,-30.0,2018-05-01,May-2018,2018,True,50.0
B-25651,44.0,-8.0,3,Clothing,Stole,2018-05-07,Anurag,Madhya Pradesh,Indore,-18.18,2018-05-01,May-2018,2018,True,14.67
B-25651,7.0,0.0,1,Clothing,Leggings,2018-05-07,Anurag,Madhya Pradesh,Indore,0.0,2018-05-01,May-2018,2018,False,7.0
B-25651,11.0,-4.0,2,Clothing,Skirt,2018-05-07,Anurag,Madhya Pradesh,Indore,-36.36,2018-05-01,May-2018,2018,True,5.5
B-25651,16.0,-10.0,2,Clothing,T-shirt,2018-05-07,Anurag,Madhya Pradesh,Indore,-62.5,2018-05-01,May-2018,2018,True,8.0
B-25651,172.0,-103.0,3,Furniture,Chairs,2018-05-07,Anurag,Madhya Pradesh,Indore,-59.88,2018-05-01,May-2018,2018,True,57.33
B-25651,49.0,3.0,1,Clothing,Shirt,2018-05-07,Anurag,Madhya Pradesh,Indore,6.12,2018-05-01,May-2018,2018,False,49.0
B-25651,823.0,-18.0,7,Furniture,Chairs,2018-05-07,Anurag,Madhya Pradesh,Indore,-2.19,2018-05-01,May-2018,2018,True,117.57
B-25651,23.0,4.0,1,Clothing,Saree,2018-05-07,Anurag,Madhya Pradesh,Indore,17.39,2018-05-01,May-2018,2018,False,23.0
B-25651,457.0,-41.0,4,Clothing,Saree,2018-05-07,Anurag,Madhya Pradesh,Indore,-8.97,2018-05-01,May-2018,2018,True,114.25
B-25652,24.0,-21.0,7,Clothing,Skirt,2018-05-08,Tushina,Goa,Goa,-87.5,2018-05-01,May-2018,2018,True,3.43
B-25652,25.0,-2.0,5,Clothing,Hankerchief,2018-05-08,Tushina,Goa,Goa,-8.0,2018-05-01,May-2018,2018,True,5.0
B-25652,174.0,-70.0,3,Electronics,Accessories,2018-05-08,Tushina,Goa,Goa,-40.23,2018-05-01,May-2018,2018,True,58.0
B-25652,206.0,-206.0,3,Clothing,Saree,2018-05-08,Tushina,Goa,Goa,-100.0,2018-05-01,May-2018,2018,True,68.67
B-25652,21.0,-13.0,3,Clothing,Leggings,2018-05-08,Tushina,Goa,Goa,-61.9,2018-05-01,May-2018,2018,True,7.0
B-25652,34.0,-6.0,4,Clothing,Leggings,2018-05-08,Tushina,Goa,Goa,-17.65,2018-05-01,May-2018,2018,True,8.5
B-25652,9.0,-6.0,2,Clothing,Hankerchief,2018-05-08,Tushina,Goa,Goa,-66.67,2018-05-01,May-2018,2018,True,4.5
B-25653,1279.0,-640.0,8,Electronics,Printers,2018-05-08,Farah,Nagaland,Kohima,-50.04,2018-05-01,May-2018,2018,True,159.88
B-25653,28.0,-3.0,2,Clothing,Saree,2018-05-08,Farah,Nagaland,Kohima,-10.71,2018-05-01,May-2018,2018,True,14.0
B-25653,427.0,-50.0,7,Electronics,Phones,2018-05-08,Farah,Nagaland,Kohima,-11.71,2018-05-01,May-2018,2018,True,61.0
B-25653,168.0,-10.0,3,Electronics,Accessories,2018-05-08,Farah,Nagaland,Kohima,-5.95,2018-05-01,May-2018,2018,True,56.0
B-25653,1327.0,318.0,8,Furniture,Chairs,2018-05-08,Farah,Nagaland,Kohima,23.96,2018-05-01,May-2018,2018,False,165.88
B-25653,195.0,-117.0,5,Electronics,Phones,2018-05-08,Farah,Nagaland,Kohima,-60.0,2018-05-01,May-2018,2018,True,39.0
B-25653,115.0,25.0,1,Electronics,Accessories,2018-05-08,Farah,Nagaland,Kohima,21.74,2018-05-01,May-2018,2018,False,115.0
B-25653,668.0,-31.0,3,Electronics,Printers,2018-05-08,Farah,Nagaland,Kohima,-4.64,2018-05-01,May-2018,2018,True,222.67
B-25653,227.0,102.0,8,Electronics,Accessories,2018-05-08,Farah,Nagaland,Kohima,44.93,2018-05-01,May-2018,2018,False,28.38
B-25654,34.0,12.0,3,Clothing,Hankerchief,2018-05-10,Sabah,Maharashtra,Mumbai,35.29,2018-05-01,May-2018,2018,False,11.33
B-25654,229.0,-23.0,2,Clothing,Saree,2018-05-10,Sabah,Maharashtra,Mumbai,-10.04,2018-05-01,May-2018,2018,True,114.5
B-25654,54.0,-3.0,3,Clothing,Saree,2018-05-10,Sabah,Maharashtra,Mumbai,-5.56,2018-05-01,May-2018,2018,True,18.0
B-25654,269.0,-86.0,2,Electronics,Electronic Games,2018-05-10,Sabah,Maharashtra,Mumbai,-31.97,2018-05-01,May-2018,2018,True,134.5
B-25654,122.0,-21.0,3,Furniture,Furnishings,2018-05-10,Sabah,Maharashtra,Mumbai,-17.21,2018-05-01,May-2018,2018,True,40.67
B-25654,105.0,46.0,2,Clothing,Stole,2018-05-10,Sabah,Maharashtra,Mumbai,43.81,2018-05-01,May-2018,2018,False,52.5
B-25654,450.0,-90.0,3,Electronics,Printers,2018-05-10,Sabah,Maharashtra,Mumbai,-20.0,2018-05-01,May-2018,2018,True,150.0
B-25654,121.0,-17.0,3,Furniture,Furnishings,2018-05-10,Sabah,Maharashtra,Mumbai,-14.05,2018-05-01,May-2018,2018,True,40.33
B-25655,44.0,-26.0,3,Clothing,Hankerchief,2018-05-11,Nida,Madhya Pradesh,Indore,-59.09,2018-05-01,May-2018,2018,True,14.67
B-25655,7.0,-4.0,3,Clothing,Hankerchief,2018-05-11,Nida,Madhya Pradesh,Indore,-57.14,2018-05-01,May-2018,2018,True,2.33
B-25655,396.0,-31.0,9,Clothing,Saree,2018-05-11,Nida,Madhya Pradesh,Indore,-7.83,2018-05-01,May-2018,2018,True,44.0
B-25655,97.0,-62.0,2,Clothing,Trousers,2018-05-11,Nida,Madhya Pradesh,Indore,-63.92,2018-05-01,May-2018,2018,True,48.5
B-25655,110.0,-68.0,4,Clothing,Saree,2018-05-11,Nida,Madhya Pradesh,Indore,-61.82,2018-05-01,May-2018,2018,True,27.5
B-25655,312.0,-312.0,7,Furniture,Chairs,2018-05-11,Nida,Madhya Pradesh,Indore,-100.0,2018-05-01,May-2018,2018,True,44.57
B-25655,9.0,-6.0,2,Clothing,Skirt,2018-05-11,Nida,Madhya Pradesh,Indore,-66.67,2018-05-01,May-2018,2018,True,4.5
B-25655,6.0,-3.0,1,Clothing,Hankerchief,2018-05-11,Nida,Madhya Pradesh,Indore,-50.0,2018-05-01,May-2018,2018,True,6.0
B-25655,74.0,23.0,8,Clothing,Skirt,2018-05-11,Nida,Madhya Pradesh,Indore,31.08,2018-05-01,May-2018,2018,False,9.25
B-25656,534.0,0.0,3,Clothing,Saree,2018-05-11,Priyanka,Maharashtra,Pune,0.0,2018-05-01,May-2018,2018,False,178.0
B-25656,30.0,-5.0,5,Clothing,Stole,2018-05-11,Priyanka,Maharashtra,Pune,-16.67,2018-05-01,May-2018,2018,True,6.0
B-25656,61.0,-23.0,2,Clothing,Saree,2018-05-11,Priyanka,Maharashtra,Pune,-37.7,2018-05-01,May-2018,2018,True,30.5
B-25656,6.0,3.0,1,Clothing,Hankerchief,2018-05-11,Priyanka,Maharashtra,Pune,50.0,2018-05-01,May-2018,2018,False,6.0
B-25656,24.0,-1.0,2,Clothing,Hankerchief,2018-05-11,Priyanka,Maharashtra,Pune,-4.17,2018-05-01,May-2018,2018,True,12.0
B-25656,56.0,18.0,2,Clothing,Hankerchief,2018-05-11,Priyanka,Maharashtra,Pune,32.14,2018-05-01,May-2018,2018,False,28.0
B-25656,406.0,126.0,2,Clothing,Saree,2018-05-11,Priyanka,Maharashtra,Pune,31.03,2018-05-01,May-2018,2018,False,203.0
B-25656,624.0,37.0,2,Electronics,Electronic Games,2018-05-11,Priyanka,Maharashtra,Pune,5.93,2018-05-01,May-2018,2018,False,312.0
B-25656,101.0,18.0,9,Clothing,Skirt,2018-05-11,Priyanka,Maharashtra,Pune,17.82,2018-05-01,May-2018,2018,False,11.22
B-25656,1389.0,680.0,7,Clothing,Saree,2018-05-11,Priyanka,Maharashtra,Pune,48.96,2018-05-01,May-2018,2018,False,198.43
B-25656,651.0,169.0,5,Electronics,Printers,2018-05-11,Priyanka,Maharashtra,Pune,25.96,2018-05-01,May-2018,2018,False,130.2
B-25656,13.0,-1.0,3,Clothing,Hankerchief,2018-05-11,Priyanka,Maharashtra,Pune,-7.69,2018-05-01,May-2018,2018,True,4.33
B-25657,1021.0,-48.0,4,Electronics,Electronic Games,2018-05-13,Tulika,Madhya Pradesh,Bhopal,-4.7,2018-05-01,May-2018,2018,True,255.25
B-25657,32.0,-22.0,5,Clothing,Saree,2018-05-13,Tulika,Madhya Pradesh,Bhopal,-68.75,2018-05-01,May-2018,2018,True,6.4
